,,X..Torque,Avg.Load.Factor,Blowby.Pressure,Coolant.Temp,EGT.RB2,Engine.Speed,IMT.LBF,IMT.LBM,IMT.LBR,IMT.RBF,IMT.RBM,IMT.RBR,Incline,Lube.Oil.Pressure,Post.Lube.Oil.Filter.Pressure,Pre.Lube.Oil.Filter.Pressure,Truck.Speed,
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',2,5,0,80,322.5625,1200.25,45,45,45,46,43,44,6.679999828,11,780,820,22,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',9,0,0.050000001,80,444.4375,1223.5,41,40,39,39,47,48,5.570000172,9,824,836,23,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',35,12,0,80,424.375,1593.875,47,49,47,49,46,47,8.289999962,46,940,948,23,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',80,38,0.1,79,419.6875,1894.125,49,48,49,50,51,47,7.989999771,29,1000,1000,24,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,24,0.100000001,78,455.6875,1642,47,47,46,46,47,48,8.229999542,38,1000,1000,24,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0,76,324.968811,1192.625,52,53,51,52,47,48,10.42000008,9,780,784,26,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',6,8,0.100000001,79,434.968811,1163.125,50,51,50,51,47,48,9.489999771,18,532,732,35,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0,81,429.4375,1099.5,48,51,48,49,47,48,8.429999352,33.5,644,660,42,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0,80,503.875,1212.125,56,57,55,56,47,48,6.679999828,27,792,780,47,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',35,34,0.300000012,80,468.3125,1813.375,44,44,41,42,47,48,7.300000191,4.5,972,1000,49,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,76,0.400000006,78,556.656189,1927.75,58,59,56,57,47,48,6.159999847,45,1000,1000,51,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0.050000001,79,339.968811,881.75,47,47,46,47,47,48,3.75999999,20,752,552,0,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',32,38,0.1,80,384.281189,1666.875,48,49,47,48,47,48,6.739999771,13.5,956,1000,8,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',19,2,0,79,413.3125,1618.75,54,56,52,53,47,48,6.570000172,22.5,912,892,10,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',33,35,0,75,388.875,1353.125,50,50,50,50,47,48,7.309999943,31.5,824,848,11,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0.050000001,80,306.093811,1197.5,48,49,48,49,47,48,6.539999962,29,792,820,16,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0.150000006,79,393.3125,1168.25,47,47,46,47,47,48,9.159999847,6.5,788,808,17,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0.25,81,433.25,1251.625,48,48,48,51,47,49,8.020000458,32,940,1000,24,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',59,64,0.550000012,80,414.4375,1539.875,39,37,37,40,37,37,8.289999962,15,1000,1000,24,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,1,0.050000001,78,323.718811,1183.75,43,43,42,43,47,48,7.800000191,4.5,768,784,30,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',97,100,0.1,74,562.218811,1902.75,61,60,59,59,47,48,9.329999924,29,1000,1000,31,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',29,49,0.100000001,78,342.218811,1161.625,51,53,51,52,47,48,7.46999979,18,544,764,35,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',6,8,0,79,263.3125,731.75,50,53,51,51,47,48,5.96999979,0,388,396,2,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',34,34,0.300000012,77,374.968811,1628.875,48,50,47,49,47,48,8.920000076,18,852,876,15,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',1,1,0.200000003,79,335.531189,1097.125,31,33,30,31,47,48,7.769999981,15.5,688,704,17,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',53,54,0.100000001,80,361.5,1631.375,41,40,39,40,39,39,6.920000076,21,1000,928,19,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0.200000003,82,553.625,1264.125,53,52,53,55,51,54,9.010000229,1,988,1000,27,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',69,83,0.100000001,80,430.531189,1795.625,37,35,34,35,47,48,8.199999809,27,1000,1000,30,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',47,60,0.200000003,81,490.5625,1668.75,50,49,49,51,48,50,6.489999771,17,1000,1000,34,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',46,61,0.25,74,498.3125,1750.25,48,48,47,47,47,48,7.579999924,31.5,1000,1000,35,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',73,89,0.1,81,501.1875,1864,52,51,51,53,49,52,7.75,48,1000,1000,40,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0,80,412.0625,1104,45,45,42,43,47,48,8.539999962,11,692,708,47,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',62,24,0.400000006,80,436.625,1724.125,45,43,43,46,42,44,6.579999924,27,1000,1000,48,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',1,4,0,80,299.156189,772.375,40,41,39,40,47,48,5.639999866,9,400,420,0,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',11,22,0,80,324.968811,1082.875,45,48,44,45,47,48,7.579999924,13.5,668,680,2,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',12,0,0.050000001,78,221.2187958,1166.5,47,49,47,48,47,48,8.050000191,15.5,732,856,5,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',39,59,0.100000001,80,125.9375,1133.375,48,48,48,50,48,48,7.420000076,19,916,916,6,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0.100000001,79,447.75,1228.625,41,42,38,39,47,48,10.11999989,33.5,780,864,16,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0.050000001,81,418.875,1573.375,48,48,47,49,47,48,4.260000229,48,1000,1000,17,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0.150000006,78,221.2187958,1195.5,48,49,47,48,47,48,6.739999771,20,764,780,17,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,10,0,80,238.1875,854.875,36,37,34,35,47,48,7.75,0,472,536,19,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0,75,316.656189,1193.25,47,48,45,47,47,48,9.220000267,22.5,744,772,21,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',39,21,0.25,82,403,1653.25,50,50,48,51,47,47,6.389999866,8,924,912,24,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',13,16,0.050000001,80,374.5,1203.125,43,43,42,45,41,42,4.960000038,27,852,776,25,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0.100000001,80,433.875,1559,46,42,44,44,47,48,9.210000038,31.5,852,1000,32,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',55,28,0.300000012,79,284.375,1663.625,41,42,41,42,40,41,10.64000034,20.5,852,880,33,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0.1,79,491.656189,1393.875,48,48,47,51,47,48,5.78000021,18,1000,1000,33,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',24,37,0,79,446.656189,1643.5,52,53,51,52,47,48,7.010000229,13.5,952,976,33,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,8,0.200000003,81,496.875,1580.375,47,47,47,49,46,48,7.309999943,22,1000,1000,43,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',58,3,0.200000003,80,506.5,1623.25,50,51,48,52,48,48,5.599999905,18,1000,1000,45,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',88,90,0.699999988,79,492.75,1888.875,52,52,50,51,47,48,8.479999542,24.5,1000,1000,46,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',10,0,0.300000012,80,423.468811,1457.625,48,46,43,43,47,48,7.559999943,24.5,984,996,48,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0.100000001,80,278.75,1350.75,48,48,48,50,48,48,5.619999886,11,1000,996,0,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',39,3,0.100000001,80,338.875,917.625,51,52,51,52,47,48,5.340000153,0,596,612,0,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',4,4,0,81,342.375,810.375,48,48,48,50,47,49,4.860000134,17,456,504,0,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',2,6,0.050000001,79,373.875,1174.875,50,52,50,51,47,48,9.770000458,20,804,772,1,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',41,28,0.200000003,80,303.875,1498.75,47,48,48,50,47,48,7.369999886,14,1000,1000,4,);
